hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
Bt2,NA,B,,2,40,50,86,60,84,102,20,34,40,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,93,98,100,1,3,5,0,0,0,0,0,0,0,0.2,0.5,0.3,0.8,1,0.7,2,3.5,60,66,73,30,34,38,28,32,36,24,31,35,0,0,0,0.5,1,2,NA,NA,NA,1.37,1.42,1.46,NA,NA,NA,1.57,1.62,1.66,NA,1,3,10,0.17,0.19,0.21,NA,NA,NA,29.2,32.2,34.2,14.3,18.9,22.3,42,43,45,3,4.4,5.9,35,43,49,16,22,25,14,23,28,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0.1,2,19,24.6,28.2,NA,NA,NA,3.6,15.7,25.6,5.1,5.9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,14.3,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074067,65173681
BC,NA,BC,,NA,60,84,102,140,152,200,50,68,98,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,98,100,1,3,5,0,0,0,0,0,0,0,0.2,0.5,0.3,0.8,1,0.7,2,3.5,65,69,76,31,35,39,30,34,38,20,28,30,0,0,0,0,0.3,0.5,NA,NA,NA,1.35,1.38,1.4,NA,NA,NA,1.51,1.54,1.56,NA,1,3,10,0.16,0.18,0.2,NA,NA,NA,26.7,30.3,31.2,11,15.8,17.2,45,45,46,3,3.7,5.9,31,38,42,13,19,21,11,19,22,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0.1,2,14.2,21.4,23.3,NA,NA,NA,2.9,17.2,22.9,5.1,6.1,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,11.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074067,65173682
BA,NA,BA,,NA,10,15,20,20,30,54,10,15,34,0,0,0,0,0,0,100,100,100,100,100,100,98,100,100,94,98,100,1,3,5,0,0,0,0,0,0,0,0.2,0.5,0.3,0.8,1,0.7,2,3.5,63,66,72,30,34,39,28,32,36,24,31,32,0,0,0,1,1.5,2.5,NA,NA,NA,1.24,1.3,1.35,NA,NA,NA,1.42,1.48,1.49,NA,1,3,10,0.17,0.19,0.21,NA,NA,NA,28.8,31.6,32.6,13.7,17.8,19.5,46,47,50,3,4.5,5.9,36,44,48,16,22,23,15,23,25,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0.1,2,19.6,25,26.3,NA,NA,NA,4.5,16,24,5.1,5.9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,14.7,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074067,65173679
Bt,NA,B,,NA,15,18,23,91,122,140,NA,104,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,92,97,100,0,3.5,7,0,0.2,1,0,0.3,1,0,0.5,1,0,1.1,3,0,1.4,3,58,65.5,74.5,NA,NA,NA,NA,NA,NA,24,31,35,0,0,0,0,0.5,1,NA,NA,NA,1.35,1.38,1.42,NA,NA,NA,1.54,1.57,1.61,NA,1,3,10,0.18,0.19,0.2,NA,NA,NA,28.5,31.5,33.2,13.2,17.7,20.5,44,45,46,3,4.3,5.9,34,42,47,16,22,25,14,22,28,0.43,0.43,0,0,0,0,0,0,0,0,0,0,1,2,16.7,24,27.5,NA,NA,NA,8.3,20.6,27.3,5.1,5.8,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,7.8,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074068,65173684
C,NA,C,,NA,91,122,140,152,152,152,NA,30,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,93,98,100,0,3.5,7,0,0,1,0,0,1,0,0.1,1,0,1,3,0,2.4,3,63,71.5,80,NA,NA,NA,NA,NA,NA,20,25,30,0,0,0,0,0.25,0.5,NA,NA,NA,1.35,1.38,1.41,NA,NA,NA,1.48,1.51,1.56,NA,1,9,10,0.18,0.19,0.2,NA,NA,NA,26.7,29.1,31.2,11,14.1,17.2,44,45,46,3,3.1,5.9,30,35,41,13,17,21,11,16,22,0.49,0.49,0,0,15,0,0,0,0,0,0,0,1,2,14.2,19.2,23.3,NA,NA,NA,11.2,18.8,62.3,5.6,6.5,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.6,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074068,65173685
Ap,NA,A,,NA,0,0,0,15,18,23,NA,18,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,93,98,100,1,3,10,0,0,0.2,0,0,0.3,0,0.2,0.5,0.3,0.8,4,0.7,2,5,62,70,77,32,36,40,30,34,38,22,27,30,0,0,0,2.5,3,3.5,NA,NA,NA,1.26,1.32,1.38,NA,NA,NA,1.42,1.48,1.5,NA,1,3,10,0.19,0.21,0.23,NA,NA,NA,29.9,32,33.5,15.2,18.4,21.1,43,45,48,3,3.8,5.9,39,44,49,15,19,21,15,21,25,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.1,2,18.9,22.8,25.4,NA,NA,NA,14.3,20.9,25.4,5.1,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,5.9,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074068,65173683
Ap,NA,H,,1,NA,0,NA,NA,20,NA,NA,20,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,97.5,100,95,97.5,100,NA,7.1,NA,NA,0.4,NA,NA,0.6,NA,NA,1,NA,NA,2.2,NA,NA,2.9,NA,NA,64.4,NA,NA,NA,NA,NA,NA,NA,27,28.5,30,NA,NA,NA,5,5.5,6,NA,NA,NA,1.3,1.33,1.35,NA,NA,NA,1.45,1.52,1.58,NA,1,3,10,0.21,0.22,0.23,NA,NA,NA,30.4,33.5,34.6,19.1,21.1,23,44,45,46,3,4.5,5.9,30,42.5,55,10,17.5,25,9,19,30,0.32,0.32,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,30,33,36,NA,NA,NA,NA,NA,NA,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.7,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074095,65173738
A,NA,H,,2,NA,20,NA,NA,81,NA,NA,61,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,97.5,100,95,97.5,100,NA,7.1,NA,NA,0.4,NA,NA,0.6,NA,NA,1,NA,NA,2.2,NA,NA,2.9,NA,NA,64.4,NA,NA,NA,NA,NA,NA,NA,27,28.5,30,NA,NA,NA,4,5,6,NA,NA,NA,1.3,1.33,1.35,NA,NA,NA,1.45,1.52,1.58,NA,1,3,10,0.21,0.22,0.23,NA,NA,NA,30.4,33.5,34.6,19.1,21.1,23,44,45,46,3,4.5,5.9,30,42.5,55,10,17.5,25,9,19,30,0.28,0.28,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,30,33,36,NA,NA,NA,NA,NA,NA,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,7.5,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074095,65173739
"BCg, Cg",NA,H,,4,NA,119,NA,NA,200,NA,NA,81,NA,0,0,0,0,0,0,100,100,100,100,100,100,90,95,100,85,92.5,100,NA,9.1,NA,NA,0.5,NA,NA,0.8,NA,NA,1.2,NA,NA,2.9,NA,NA,3.7,NA,NA,63.9,NA,NA,NA,NA,NA,NA,NA,20,27,30,NA,NA,NA,0.5,0.75,1,NA,NA,NA,1.4,1.43,1.45,NA,NA,NA,1.47,1.54,1.62,NA,1,3,10,0.18,0.19,0.2,NA,NA,NA,22.6,30.7,32,12.1,16.4,18.4,43,43,44,1,2.6,4.2,25,32.5,40,10,15,20,6,13,21,0.49,0.49,0,12,25,0,0,0,NA,NA,NA,NA,0,NA,25,27.5,30,NA,NA,NA,NA,NA,NA,6.6,7.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.7,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074095,65173740
Bg,NA,H,,3,NA,81,NA,NA,119,NA,NA,38,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,97.5,100,95,97.5,100,NA,6.8,NA,NA,0,NA,NA,0,NA,NA,0.2,NA,NA,2,NA,NA,4.6,NA,NA,61.7,NA,NA,NA,NA,NA,NA,NA,28,31.5,35,NA,NA,NA,1,2,3,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,1.48,1.54,1.6,NA,1,3,10,0.18,0.19,0.2,NA,NA,NA,27.4,32.6,34.3,16.3,19.4,22.4,44,46,48,3,4.5,5.9,35,42.5,50,10,17.5,25,10,19,29,0.43,0.43,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,30,33,36,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,6,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074095,65173737
Bt2,NA,B,,2,40,50,86,60,84,102,20,34,40,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,93,98,100,1,3,5,0,0,0,0,0,0,0,0.2,0.5,0.3,0.8,1,0.7,2,3.5,60,66,73,30,34,38,28,32,36,24,31,35,0,0,0,0.5,1,2,NA,NA,NA,1.37,1.42,1.46,NA,NA,NA,1.57,1.62,1.66,NA,1,3,10,0.17,0.19,0.21,NA,NA,NA,29.2,32.2,34.2,14.3,18.9,22.3,42,43,45,3,4.4,5.9,35,43,49,16,22,25,14,23,28,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0.1,2,19,24.6,28.2,NA,NA,NA,3.6,15.7,25.6,5.1,5.9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,14.3,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074096,65173743
Bt1,NA,B,,1,20,30,54,40,50,86,20,20,32,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,93,98,100,1,3,5,0,0,0,0,0,0,0,0.2,0.5,0.3,0.8,1,0.7,2,3.5,60,64,72,29,33,37,27,31,35,24,33,35,0,0,0,0.5,1,2,NA,NA,NA,1.37,1.42,1.46,NA,NA,NA,1.58,1.63,1.66,NA,1,3,10,0.17,0.19,0.21,NA,NA,NA,29.2,32.9,34.2,14.3,20,22.3,42,43,45,3,4.8,5.9,35,45,49,16,23,25,14,24,28,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0.1,2,19,26.1,28.2,NA,NA,NA,3.6,16,25.6,5.1,5.9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,15.1,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074096,65173744
BC,NA,BC,,NA,60,84,102,140,152,200,50,68,98,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,98,100,1,3,5,0,0,0,0,0,0,0,0.2,0.5,0.3,0.8,1,0.7,2,3.5,65,69,76,31,35,39,30,34,38,20,28,30,0,0,0,0,0.3,0.5,NA,NA,NA,1.35,1.38,1.4,NA,NA,NA,1.51,1.54,1.56,NA,1,3,10,0.16,0.18,0.2,NA,NA,NA,26.7,30.3,31.2,11,15.8,17.2,45,45,46,3,3.7,5.9,31,38,42,13,19,21,11,19,22,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0.1,2,14.2,21.4,23.3,NA,NA,NA,2.9,17.2,22.9,5.1,6.1,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,11.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074096,65173742
BA,NA,BA,,NA,10,15,20,20,30,54,10,15,34,0,0,0,0,0,0,100,100,100,100,100,100,98,100,100,94,98,100,1,3,5,0,0,0,0,0,0,0,0.2,0.5,0.3,0.8,1,0.7,2,3.5,63,66,72,30,34,39,28,32,36,24,31,32,0,0,0,1,1.5,2.5,NA,NA,NA,1.24,1.3,1.35,NA,NA,NA,1.42,1.48,1.49,NA,1,3,10,0.17,0.19,0.21,NA,NA,NA,28.8,31.6,32.6,13.7,17.8,19.5,46,47,50,3,4.5,5.9,36,44,48,16,22,23,15,23,25,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0.1,2,19.6,25,26.3,NA,NA,NA,4.5,16,24,5.1,5.9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,14.7,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074096,65173745
Ap,NA,A,,NA,0,0,0,10,15,20,10,15,20,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,93,98,100,1,3,10,0,0,0.2,0,0,0.3,0,0.2,0.5,0.3,0.8,4,0.7,2,5,62,67,75,32,34,40,30,33,38,24,30,32,0,0,0,2.5,3,4.5,NA,NA,NA,1.3,1.34,1.38,NA,NA,NA,1.42,1.48,1.5,NA,1,3,10,0.19,0.21,0.23,NA,NA,NA,30.2,32.5,34.1,15.7,19.3,22.1,44,46,48,3,4.4,5.9,39,46,52,16,21,22,15,21,25,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.1,2,20.3,25,26.9,NA,NA,NA,6.6,21.3,26.3,5.1,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,12.4,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074096,65173741
Ck,NA,C,,NA,114,152,160,200,200,200,NA,48,NA,0,0,0,0,3,4,91,92,95,81,87,95,70,79,92,53,60,74,20,36,45,2,3.2,6,3,4.8,5,5,6,10,8,12.9,15,5,9.1,10,28,34,53,10,12,20,15,22,25,27,30,35,0,0,0,0,0.3,0.5,NA,NA,NA,1.55,1.6,1.65,NA,NA,NA,1.75,1.85,1.96,NA,1.4,3,4,0.15,0.16,0.18,NA,NA,NA,27.1,29.9,34.1,15.5,18.5,23.5,31,34,38,2.8,3.6,4.9,37,41,46,19,21,25,6,10,17,0.32,0.32,0,15,30,0,0,0,0,0,0,0,1,2,18.6,22.8,26.7,NA,NA,NA,18.1,24.3,65.7,6.6,8.1,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074097,65173748
Btk,NA,B,,NA,75,125,145,114,152,160,NA,27,NA,0,0,0,0,3,4,90,92,95,81,87,95,71,78,90,53,61,74,20,34,40,3,3.3,4,4,4.7,5,5,5.7,6,12,12.7,13,7,7.6,8,30,34,50,10,13,20,15,21,25,24,32,35,0,0,0,0,0.17,0.5,NA,NA,NA,1.38,1.45,1.52,NA,NA,NA,1.6,1.67,1.74,NA,1.4,2.7,4,0.12,0.14,0.16,NA,NA,NA,25.9,30.3,34.7,13.4,19,24.6,29,36,43,3.1,4.4,5.7,34,41,49,16,22,27,5,10,19,0.32,0.32,0,10,14,0,0,0,0,0,0,0,1,2,25,27.5,30,NA,NA,NA,21.4,25,38,5.6,7,8.4,6.3,6.7,6.8,NA,NA,NA,NA,NA,NA,0.1,4.8,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074097,65173749
Ap,NA,A,,NA,0,0,0,13,18,25,NA,18,NA,0,0,0,0,0,0,90,92,95,81,87,95,70,79,91,51,62,75,20,35,45,3,3.1,4,4,4.4,5,6,6.1,6.5,11,11.1,11.5,10,10.3,11,28,34,52.6,13,16.5,20,15,17.5,25,27,31,35,0,0,0,1.5,2.5,3,NA,NA,NA,1.5,1.53,1.55,NA,NA,NA,1.74,1.77,1.84,NA,1,3,10,0.16,0.16,0.18,NA,NA,NA,26.3,32,34.6,17,20.6,24.4,35,37,39,3.3,4.1,5.1,39,44,49,19,22,25,6,11,18,0.28,0.28,0,0,0,0,0,0,0,0,0,0,1,2,21.7,25,28.2,NA,NA,NA,17.2,22.8,27.5,5.6,6.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,7.3,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074097,65173746
Bt,NA,B,,NA,13,18,25,75,125,145,NA,107,NA,0,0,0,0,3,4,91,92,95,81,87,95,71,79,92,54,62,75,20,34,45,2,2.8,6,3,4.5,5,5,6.2,10,8,12.4,15,5,8.1,10,28,33,53,10,13,20,15,20,25,27,33,35,0,0,0,0,0.81,1,NA,NA,NA,1.55,1.6,1.65,NA,NA,NA,1.75,1.85,1.96,NA,1.4,3,4,0.12,0.15,0.18,NA,NA,NA,27.1,30.3,34.5,15.5,19.2,24.1,31,34,38,2.8,3.7,5.1,37,42,47,19,21,25,7,10,18,0.28,0.28,0,0,0,0,0,0,0,0,0,0,1,2,18.6,23.7,27.5,NA,NA,NA,16.9,20.7,25,5.1,6.4,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.2,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,22074097,65173747
