comppct.l,comppct.r,comppct.h,compname,compkind,majcompflag,otherph,localphase,slope.l,slope.r,slope.h,slopelenusle.l,slopelenusle.r,slopelenusle.h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev.l,elev.r,elev.h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry.l,albedodry.r,albedodry.h,airtempa.l,airtempa.r,airtempa.h,map.l,map.r,map.h,reannualprecip.l,reannualprecip.r,reannualprecip.h,ffd.l,ffd.r,ffd.h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod.l,rsprod.r,rsprod.h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub.l,initsub.r,initsub.h,totalsub.l,totalsub.r,totalsub.h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey,cokey
90,95,100,Killduff,Series,Yes,,eroded,5,6,9,NA,61,NA,Medium,5,48,6,Class 2,Crop cover,Row crop,,No,Moderately well drained,204,296,339,0,180,360,hillslopes on till plains,NA,0.23,NA,8.5,9.3,10.2,884,910,931,NA,NA,NA,170,181,205,3,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,0,0,0,C,Low,Moderate,"Fine-silty, mixed, superactive, mesic Dystric Eutrudepts",Inceptisols,Udepts,Eutrudepts,Dystric Eutrudepts,fine-silty,not used,superactive,not used,mesic,Typic,mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410560,22088158
0,5,10,Clarinda,Taxadjunct,No ,,eroded,5,7,9,NA,61,NA,Very high,3,48,6,Class 2,Crop cover,Row crop,Farmable under natural conditions,Yes,Poorly drained,204,296,339,0,180,360,hillslopes on till plains,NA,0.17,NA,8.5,9.3,10.2,884,910,931,NA,NA,NA,170,181,205,4,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,0,0,0,D,Moderate,High,"Fine, smectitic, mesic Vertic Epiaqualfs",Alfisols,Aqualfs,Epiaqualfs,Vertic Epiaqualfs,fine,not used,not used,not used,mesic,Aquic,mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410560,22088159
90,95,100,Killduff,Series,Yes,,eroded,9,12,14,NA,46,NA,Medium,5,48,6,Class 2,Crop cover,Row crop,,No,Moderately well drained,170,182,205,0,180,360,hillslopes on till plains,NA,0.23,NA,8.6,9.3,10.3,891,910,932,NA,NA,NA,170,182,205,3,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,0,0,0,C,Low,Moderate,"Fine-silty, mixed, superactive, mesic Dystric Eutrudepts",Inceptisols,Udepts,Eutrudepts,Dystric Eutrudepts,fine-silty,not used,superactive,not used,mesic,Typic,mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410561,22088160
0,5,10,Clarinda,Taxadjunct,No ,,eroded,9,12,14,NA,46,NA,Very high,3,48,6,Class 2,Crop cover,Row crop,Farmable under natural conditions,Yes,Poorly drained,170,182,205,0,180,360,hillslopes on till plains,NA,0.17,NA,8.6,9.3,10.3,891,910,932,NA,NA,NA,170,182,205,4,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,0,0,0,D,Moderate,High,"Fine, smectitic, mesic Vertic Epiaqualfs",Alfisols,Aqualfs,Epiaqualfs,Vertic Epiaqualfs,fine,not used,not used,not used,mesic,Aquic,mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410561,22088161
0,5,10,Colo,Series,No ,,occasionally flooded,0,1,2,NA,91,NA,Low,5,48,6,None - deposition,Grass/herbaceous cover,Tame pastureland,,Yes,Poorly drained,160,217,307,0,180,360,flood plains on river valleys,NA,0.02,NA,8.6,10.1,11.3,890,930,970,NA,NA,NA,155,170,180,2,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,0,0,0,C/D,Low,High,"Fine-silty, mixed, superactive, mesic Cumulic Endoaquolls",Mollisols,Aquolls,Endoaquolls,Cumulic Endoaquolls,fine-silty,not used,superactive,not used,mesic,Typic,mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410562,22088355
0,5,10,Quiver,Series,No ,,"frequently flooded, ponded",0,1,2,NA,91,NA,Low,5,48,6,None - deposition,Grass/herbaceous cover,Marshland,,Yes,Very poorly drained,160,217,307,0,180,360,flood plains on river valleys,NA,0.23,NA,8.6,10.1,11.3,890,930,970,NA,NA,NA,155,170,180,7,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,0,0,0,C/D,Low,High,"Fine-silty, mixed, superactive, nonacid, mesic Mollic Fluvaquents",Entisols,Aquents,Fluvaquents,Mollic Fluvaquents,fine-silty,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410562,22088356
0,5,10,Klum,Series,No ,,occasionally flooded,0,1,2,NA,91,NA,Very low,5,86,3,None - deposition,Grass/herbaceous cover,Tame pastureland,,No,Moderately well drained,160,217,307,0,180,360,flood plains on river valleys,NA,0.23,NA,8.6,10.1,11.3,890,930,970,NA,NA,NA,155,170,180,2,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,0,0,0,A,Moderate,High,"Coarse-loamy, mixed, superactive, nonacid, mesic Mollic Udifluvents",Entisols,Fluvents,Udifluvents,Mollic Udifluvents,coarse-loamy,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410562,22088357
70,85,100,Nodaway,Series,Yes,,occasionally flooded,0,1,2,NA,91,NA,Low,5,48,6,None - deposition,Grass/herbaceous cover,Tame pastureland,,No,Moderately well drained,160,217,307,0,180,360,flood plains on river valleys,NA,0.3,NA,8.6,10.1,11.3,890,930,970,NA,NA,NA,155,170,180,2,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,0,0,0,B,Low,High,"Fine-silty, mixed, superactive, nonacid, mesic Mollic Udifluvents",Entisols,Fluvents,Udifluvents,Mollic Udifluvents,fine-silty,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410562,22088358
NA,85,NA,Shelby,Series,Yes,"ERODED,HIGH PPT",moderately eroded,14,16,18,NA,30,NA,High,5,48,6,Class 2,,,,No,Well drained,198,328,457,0,100,360,hillslopes on uplands,NA,0.16,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,4,e,NA,NA,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,C,Low,Moderate,"TYPIC ARGIUDOLLS, FINE-LOAMY, MIXED, MESIC",Mollisols,Udolls,Argiudolls,Typic Argiudolls,fine-loamy,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410568,22087244
NA,5,NA,Clarinda,Series,No ,"ERODED,HIGH PPT",moderately eroded,9,12,14,NA,NA,NA,,3,48,6,Class 2,,,Farmable under natural conditions,Yes,Poorly drained,198,328,457,0,100,360,hillslopes on uplands,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,4,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C,,High,"TYPIC ARGIAQUOLLS, FINE, MONTMORILLONITIC, MESIC, SLOPING",Mollisols,Aquolls,Argiaquolls,Typic Argiaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410568,22087245
NA,5,NA,Adair,Taxadjunct,No ,"ERODED,HIGH PPT",moderately eroded,9,12,14,NA,NA,NA,,3,86,4,Class 2,,,,No,Somewhat poorly drained,244,320,396,0,100,360,hillslopes on uplands,NA,0.16,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,4,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C/D,,High,"AQUIC ARGIUDOLLS, FINE, MONTMORILLONITIC, MESIC",Mollisols,Udolls,Argiudolls,Aquic Argiudolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410568,22087246
NA,5,NA,Lamoni,Taxadjunct,No ,ERODED,moderately eroded,14,16,18,NA,NA,NA,,3,48,6,Class 2,,,,No,Somewhat poorly drained,198,297,396,0,100,360,hillslopes on uplands,NA,0.16,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,6,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,C/D,,High,"AQUIC ARGIUDOLLS, FINE, MONTMORILLONITIC, MESIC",Mollisols,Udolls,Argiudolls,Aquic Argiudolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410568,22087247
90,95,100,Ely,Series,Yes,,,2,4,5,NA,61,NA,Low,5,48,6,Class 1,Crop cover,Row crop,,No,Somewhat poorly drained,170,257,358,0,180,360,"drainageways on till plains, alluvial fans on river valleys",NA,0.16,NA,7.7,9.3,10.7,870,917,957,NA,NA,NA,151,161,179,2,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,0,0,0,C/D,Low,High,"Fine-silty, mixed, superactive, mesic Aquic Cumulic Hapludolls",Mollisols,Udolls,Hapludolls,Aquic Cumulic Hapludolls,fine-silty,not used,superactive,not used,mesic,Aquic,mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410589,22088445
0,5,10,Colo,Series,No ,,occasionally flooded,0,1,2,NA,91,NA,Low,5,48,6,None - deposition,Crop cover,Row crop,,Yes,Poorly drained,170,257,358,0,180,360,flood plains on river valleys,NA,0.02,NA,7.7,9.3,10.7,870,917,957,NA,NA,NA,151,161,179,2,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,0,0,0,C/D,Low,High,"Fine-silty, mixed, superactive, mesic Cumulic Endoaquolls",Mollisols,Aquolls,Endoaquolls,Cumulic Endoaquolls,fine-silty,not used,superactive,not used,mesic,Typic,mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410589,22088446
NA,90,NA,Bremer,Series,Yes,"HIGH PPT, DRAINED",rarely flooded,0,1,2,NA,61,NA,Medium,5,48,6,None - deposition,,,Farmable under natural conditions,Yes,Poorly drained,152,290,427,0,100,360,stream terraces on river valleys,NA,0.02,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,2,w,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,D,Low,High,"TYPIC ARGIAQUOLLS, FINE, MONTMORILLONITIC, MESIC",Mollisols,Aquolls,Argiaquolls,Typic Argiaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410590,22087253
NA,5,NA,Zook,Series,No ,"HIGH PPT,MAAT<53,MAP>25",rarely flooded,0,1,2,NA,NA,NA,,5,86,4,None - deposition,,,Farmable under natural conditions,Yes,Poorly drained,152,290,427,0,100,360,flood plains on river valleys,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,2,w,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C/D,,High,"Fine, montmorillonitic, mesic Cumulic Vertic Endoaquolls",Mollisols,Aquolls,Endoaquolls,Cumulic Vertic Endoaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410590,22087254
NA,5,NA,Nevin,Series,No ,HIGH PPT,rarely flooded,0,1,2,NA,NA,NA,,5,48,6,Class 1,,,,No,Somewhat poorly drained,168,282,396,0,100,360,stream terraces on river valleys,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,1,,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C,,,"AQUIC ARGIUDOLLS, FINE-SILTY, MIXED, MESIC",Mollisols,Udolls,Argiudolls,Aquic Argiudolls,fine-silty,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410590,22087255
5,10,15,Colo,Series,No ,,occasionally flooded,0,1,2,NA,91,NA,Low,5,48,6,None - deposition,Crop cover,Row crop,Farmable under natural conditions,Yes,Poorly drained,160,280,400,0,180,360,flood-plain steps on river valleys,NA,0.02,NA,6,9,12,580,735,1040,NA,NA,NA,155,180,210,2,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,0,0,0,C/D,Low,High,"Fine-silty, mixed, superactive, mesic Cumulic Endoaquolls",Mollisols,Aquolls,Endoaquolls,Cumulic Endoaquolls,fine-silty,not used,superactive,not used,mesic,Typic,mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410591,22088647
85,90,95,Ackmore,Series,Yes,,occasionally flooded,0,1,2,NA,91,NA,Low,5,48,6,None - deposition,Crop cover,Row crop,,No,Somewhat poorly drained,160,280,400,0,180,360,flood-plain steps on river valleys,NA,0.16,NA,6,9,12,580,735,1040,NA,NA,NA,155,180,210,2,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,0,0,0,C/D,Moderate,High,"Fine-silty, mixed, superactive, nonacid, mesic Mollic Fluvaquents",Entisols,Aquents,Fluvaquents,Mollic Fluvaquents,fine-silty,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410591,22088648
NA,100,NA,Caleb,Series,Yes,"ERODED,HIGH PPT",moderately eroded,9,10,14,NA,46,NA,Medium,5,48,6,Class 2,,,,No,Moderately well drained,168,237,305,0,100,360,stream terraces on river valleys,NA,0.23,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,4,e,NA,NA,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,C,Moderate,Moderate,"MOLLIC HAPLUDALFS, FINE-LOAMY, MIXED, MESIC",Alfisols,Udalfs,Hapludalfs,Mollic Hapludalfs,fine-loamy,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410593,22087317
NA,100,NA,Downs,Series,Yes,MAAT>50,terrace,2,4,5,NA,61,NA,Low,5,48,6,Class 1,,,,No,Well drained,213,320,427,0,100,360,stream terraces on river valleys,NA,0.23,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,2,e,NA,NA,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C,Moderate,Moderate,"MOLLIC HAPLUDALFS, FINE-SILTY, MIXED, MESIC",Alfisols,Udalfs,Hapludalfs,Mollic Hapludalfs,fine-silty,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410595,22087320
NA,85,NA,Downs,Series,Yes,"ERODED,MAAT>50","moderately eroded, terrace",5,6,9,NA,55,NA,Medium,5,48,6,Class 2,,,,No,Well drained,213,320,427,0,100,360,stream terraces on river valleys,NA,0.23,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,3,e,NA,NA,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C,Moderate,Moderate,"MOLLIC HAPLUDALFS, FINE-SILTY, MIXED, MESIC",Alfisols,Udalfs,Hapludalfs,Mollic Hapludalfs,fine-silty,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410596,22087321
NA,5,NA,Colo,Series,No ,MAAT>50,Frequently flooded,0,1,2,NA,NA,NA,,5,48,6,None - deposition,,,Farmable under natural conditions,Yes,Poorly drained,152,290,427,0,100,360,drainageways on uplands,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,2,w,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C/D,,High,"Fine-silty, mixed, superactive, mesic Cumulic Endoaquolls",Mollisols,Aquolls,Endoaquolls,Cumulic Endoaquolls,fine-silty,,superactive,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410596,22087322
NA,5,NA,Fayette,Series,No ,MAAT>50,"moderately eroded, terrace",5,7,9,NA,NA,NA,,5,48,6,Class 2,,,,No,Well drained,213,335,457,0,100,360,stream terraces on river valleys,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,3,e,NA,NA,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,B,,,"TYPIC HAPLUDALFS, FINE-SILTY, MIXED, MESIC",Alfisols,Udalfs,Hapludalfs,Typic Hapludalfs,fine-silty,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410596,22087323
NA,2,NA,Ely,Series,No ,HIGH PPT,,2,4,5,NA,NA,NA,,5,48,6,Class 1,,,,No,Somewhat poorly drained,152,259,366,0,100,360,drainageways on uplands,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,2,e,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C,,,"CUMULIC HAPLUDOLLS, FINE-SILTY, MIXED, MESIC",Mollisols,Udolls,Hapludolls,Cumulic Hapludolls,fine-silty,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410596,22087324
NA,3,NA,Judson,Series,No ,MAAT>50,,2,4,5,NA,NA,NA,,5,48,6,Class 1,,,,No,Moderately well drained,213,320,427,0,100,360,alluvial fans on river valleys,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,2,e,NA,NA,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C,,,"CUMULIC HAPLUDOLLS, FINE-SILTY, MIXED, MESIC",Mollisols,Udolls,Hapludolls,Cumulic Hapludolls,fine-silty,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410596,22087325
0,5,10,Colo,Series,No ,,occasionally flooded,0,1,2,NA,91,NA,Low,5,48,6,None - deposition,Crop cover,Row crop,Farmable under natural conditions,Yes,Poorly drained,160,280,400,0,180,360,flood-plain steps on river valleys,NA,0.02,NA,6,9,12,580,735,1040,NA,NA,NA,155,180,210,2,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,0,0,0,C/D,Low,High,"Fine-silty, mixed, superactive, mesic Cumulic Endoaquolls",Mollisols,Aquolls,Endoaquolls,Cumulic Endoaquolls,fine-silty,not used,superactive,not used,mesic,Typic,mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410597,22088651
90,95,100,Lawson,Series,Yes,,occasionally flooded,0,1,2,NA,91,NA,Low,5,48,6,None - deposition,Crop cover,Row crop,,No,Somewhat poorly drained,160,280,400,0,180,360,flood-plain steps on river valleys,NA,0.16,NA,6,9,12,580,735,1040,NA,NA,NA,155,180,210,2,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,0,0,0,B/D,Low,High,"Fine-silty, mixed, superactive, mesic Aquic Cumulic Hapludolls",Mollisols,Udolls,Hapludolls,Aquic Cumulic Hapludolls,fine-silty,not used,superactive,not used,mesic,Aquic,mesic,twelfth edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410597,22088652
NA,90,NA,Downs variant,Variant,Yes,ERODED,moderately eroded,9,10,14,NA,46,NA,Medium,5,48,6,Class 2,,,,No,Well drained,213,319,424,0,100,360,hillslopes on uplands,NA,0.23,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,3,e,NA,NA,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C,Low,Low,"Fine-silty, mixed, superactive, mesic Mollic Oxyaquic Hapludalfs",Alfisols,Udalfs,Hapludalfs,Mollic Oxyaquic Hapludalfs,fine-silty,,superactive,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410599,22087329
NA,5,NA,Downs,Series,No ,"ERODED,MAAT>50",moderately eroded,9,12,14,NA,NA,NA,,5,48,6,Class 2,,,,No,Well drained,213,320,427,0,100,360,hillslopes on uplands,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,3,e,NA,NA,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,B,,,"MOLLIC HAPLUDALFS, FINE-SILTY, MIXED, MESIC",Alfisols,Udalfs,Hapludalfs,Mollic Hapludalfs,fine-silty,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410599,22087330
NA,5,NA,Tama,Series,No ,"ERODED,MAAT>50",moderately eroded,9,12,14,NA,NA,NA,,5,48,6,Class 2,,,,No,Well drained,213,244,274,0,100,360,hillslopes on uplands,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,3,e,NA,NA,,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C,,,"TYPIC ARGIUDOLLS, FINE-SILTY, MIXED, MESIC",Mollisols,Udolls,Argiudolls,Typic Argiudolls,fine-silty,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410599,22087331
NA,95,NA,Vesser,Series,Yes,"HIGH PPT, DRAINED",occasionally flooded,0,1,2,NA,61,NA,Low,5,48,6,None - deposition,,,,Yes,Poorly drained,213,320,427,0,100,360,flood plains on river valleys,NA,0.02,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,2,w,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C/D,Moderate,High,"Fine-silty, mixed, superactive, mesic Argiaquic Argialbolls",Mollisols,Albolls,Argialbolls,Argiaquic Argialbolls,fine-silty,,superactive,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410603,22087256
NA,5,NA,Colo,Series,No ,MAAT>50,occasionally flooded,0,1,2,NA,NA,NA,,5,48,6,None - deposition,,,Farmable under natural conditions,Yes,Poorly drained,152,290,427,0,100,360,flood plains on river valleys,NA,NA,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,2,w,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,C/D,,High,"Fine-silty, mixed, superactive, mesic Cumulic Endoaquolls",Mollisols,Aquolls,Endoaquolls,Cumulic Endoaquolls,fine-silty,,superactive,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410603,22087257
NA,95,NA,Armstrong,Series,Yes,"ERODED,HIGH PPT, DRAINED",moderately eroded,9,10,14,NA,46,NA,Very high,3,48,6,Class 2,,,,No,Somewhat poorly drained,244,320,396,0,100,360,hillslopes on uplands,NA,0.23,NA,8,9.4,11,840,893,965,NA,NA,NA,170,185,200,4,e,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0,0,0,NA,NA,NA,D,Moderate,High,"AQUERTIC HAPLUDALFS, FINE, MONTMORILLONITIC, MESIC",Alfisols,Udalfs,Hapludalfs,Aquertic Hapludalfs,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,410626,22087345
